λ,final_spectrum,normalized_spectrum
390.0,0.002818641693488079,8.336440931628385e-07
390.5,0.002833037633990512,8.379018499373527e-07
391.0,0.0028475493015950298,8.421938342673929e-07
391.5,0.0028621782306673723,8.465204999583998e-07
392.0,0.002876926003411237,8.508823149644131e-07
392.5,0.0028917942535905297,8.552797624889673e-07
393.0,0.0029067846707233292,8.597133422255037e-07
393.5,0.0029218990048250886,8.641835717602229e-07
394.0,0.002937139071793977,8.686909881648591e-07
394.5,0.0029525067595503186,8.732361498124863e-07
395.0,0.0029680040350656815,8.778196384564479e-07
395.5,0.0029836329524466337,8.824420616212162e-07
396.0,0.0029993956622751225,8.871040553649113e-07
396.5,0.0030152944224542382,8.918062874870547e-07
397.0,0.0030313316108674967,8.965494612726904e-07
397.5,0.0030475097402360048,9.013343198865537e-07
398.0,0.003063831475656152,9.06161651560036e-07
398.5,0.0030802996554284584,9.110322957515429e-07
399.0,0.003096917315956087,9.159471505105029e-07
399.5,0.0031136877217138622,9.209071813410312e-07
400.0,0.0031306144015858304,9.259134319491609e-07
400.5,0.00314770119327077,9.309670373762581e-07
401.0,0.003164952298003042,9.360692401833113e-07
401.5,0.0031823723485931397,9.41221410574668e-07
402.0,0.0031999664948511564,9.46425071662959e-07
402.5,0.0032177405119577372,9.516819315209923e-07
403.0,0.003235700939507413,9.569939243053385e-07
403.5,0.0032538552621074494,9.623632636704157e-07
404.0,0.0032722121471137856,9.677925130814906e-07
404.5,0.003290781762209241,9.732846797419067e-07
405.0,0.003309576206558847,9.788433421119853e-07
405.5,0.003328610106754925,9.844728261662977e-07
406.0,0.003347901457184191,9.90178453941423e-07
406.5,0.003367472832017114,9.959669019950498e-07
407.0,0.003387353178281808,1.0018467317271802e-06
407.5,0.0034075805471423227,1.0078291971855432e-06
408.0,0.003428206397152419,1.0139295177999385e-06
408.5,0.003449302648151876,1.0201689646491811e-06
409.0,0.003470973803060941,1.0265784456143203e-06
409.5,0.003493379009507087,1.0332050303459216e-06
410.0,0.0035167751905593792,1.0401247066502465e-06
410.5,0.0035416095040108645,1.0474697263327465e-06
411.0,0.0035687437081182395,1.0554949638182518e-06
411.5,0.0036001045837926395,1.0647702856240626e-06
412.0,0.003641184533234394,1.0769201297417684e-06
412.5,0.0037175231644825247,1.099498114438144e-06
413.0,0.004262623755140912,1.2607175729566876e-06
413.5,0.004697021317443439,1.3891954006757892e-06
414.0,0.00475742658245771,1.4070609181310309e-06
414.5,0.005245537491359405,1.5514250552806125e-06
415.0,0.005445677351745964,1.6106186068424e-06
415.5,0.004741863337719592,1.4024579183682888e-06
416.0,0.006219658712201175,1.8395320550654537e-06
416.5,0.004678605468495264,1.383748712034344e-06
417.0,0.00576804488328659,1.7059623282941894e-06
417.5,0.004643366951939804,1.3733265355490716e-06
418.0,0.006279027715035547,1.857091086652968e-06
418.5,0.007606503925954002,2.2497066874946923e-06
419.0,0.004534637327422498,1.3411685605073785e-06
419.5,0.006097737672428805,1.8034725747585654e-06
420.0,0.005824362401459528,1.7226188499354207e-06
420.5,0.005165871355170139,1.5278629246228837e-06
421.0,0.004516423558911018,1.3357816393641517e-06
421.5,0.006518508691011761,1.9279202032124358e-06
422.0,0.005402892713604359,1.5979645824067078e-06
422.5,0.007847913025759988,2.3211060677543275e-06
423.0,0.004657956713168179,1.3776416169220571e-06
423.5,0.004612216692412013,1.3641135057709954e-06
424.0,0.006046771639785366,1.788398813463078e-06
424.5,0.005653933732639128,1.6722127080707156e-06
425.0,0.006667766029000891,1.9720646925468953e-06
425.5,0.006742791912699512,1.994254417805049e-06
426.0,0.005163339162540734,1.5271140009717752e-06
426.5,0.00565872564807121,1.6736299694431422e-06
427.0,0.009867111183917015,2.9183059961318176e-06
427.5,0.02642014917530446,7.814047933569586e-06
428.0,0.007798524744550174,2.3064989436927107e-06
428.5,0.006066838490633878,1.7943338039646698e-06
429.0,0.012713007569812893,3.760010962512144e-06
429.5,0.0063698428870758985,1.8839506665406542e-06
430.0,0.00537569685326461,1.5899211094164758e-06
430.5,0.005414302969205911,1.60133929023342e-06
431.0,0.005837062652024515,1.7263750878743007e-06
431.5,0.007157955438312047,2.117043568913947e-06
432.0,0.014162685291798642,4.188768996112235e-06
432.5,0.09558573523150415,2.8270526101443082e-05
433.0,0.012361459547344977,3.6560367918786336e-06
433.5,0.008381208229722477,2.4788339541055835e-06
434.0,0.016645257900714555,4.923016983734065e-06
434.5,0.038398129323099224,1.135666650098101e-05
435.0,0.008297540389782988,2.4540882758186305e-06
435.5,0.006349611794388088,1.877967099719661e-06
436.0,0.006032490484241383,1.7841750055948107e-06
436.5,0.006109928857516764,1.8070782510177053e-06
437.0,0.006479287660242599,1.9163201546131373e-06
437.5,0.007344671197649689,2.1722667958433753e-06
438.0,0.009613972791877864,2.843437549474084e-06
438.5,0.01907437544579613,5.641455051876561e-06
439.0,0.1364315614890008,4.035112572805953e-05
439.5,0.09470512907696262,2.80100772047875e-05
440.0,0.0163066800764953,4.822878891017847e-06
440.5,0.00948150254937581,2.804258027140039e-06
441.0,0.007957485468972769,2.353513315638579e-06
441.5,0.008737530370194235,2.5842201223275634e-06
442.0,0.026336094987734388,7.789187988747484e-06
442.5,0.019752550139110026,5.8420326309707024e-06
443.0,0.007560011318845713,2.2359559907030035e-06
443.5,0.006409464710081664,1.8956692538252353e-06
444.0,0.006092136334166116,1.8018159177356861e-06
444.5,0.005979898626468941,1.768620388744522e-06
445.0,0.005952759313796107,1.7605936403449376e-06
445.5,0.005977221742961078,1.767828671184404e-06
446.0,0.0060466613688460865,1.7883661996273465e-06
446.5,0.006170982100980824,1.8251354151829247e-06
447.0,0.006383040191579888,1.887853913615598e-06
447.5,0.0067699124683284475,2.0022756186038554e-06
448.0,0.007595761036553955,2.246529360517467e-06
448.5,0.009968671521606447,2.948343576222264e-06
449.0,0.023341324370336463,6.903451840964227e-06
449.5,0.12325132688948987,3.645292726396687e-05
450.0,0.023196824615329768,6.860714458804901e-06
